Dataset,Technique,Application,Test_Data,Task_ID,Model,ChatGPT_Reponse_Time,Execution_Time,Accuracy,Precision,Recall,F1_Score,Exact_Match
MBPP,Few Shot,Snippet,Test Data 1,100,Model 3,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 2,100,Model 3,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 3,100,Model 3,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 1,119,Model 1,8.55,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,119,Model 1,8.55,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,119,Model 1,8.55,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,119,Model 2,6.3,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,119,Model 2,6.3,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,119,Model 2,6.3,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,119,Model 3,6.27,0.00107,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,119,Model 3,6.27,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,119,Model 3,6.27,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,246,Model 1,7.12,0.001,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 2,246,Model 1,7.12,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,246,Model 1,7.12,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 1,246,Model 2,6.85,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 2,246,Model 2,6.85,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,246,Model 2,6.85,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 1,246,Model 3,7.95,0,1,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 2,246,Model 3,7.95,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,246,Model 3,7.95,0,1,0,0,0,0
MBPP,Few Shot,Function,Test Data 1,11,Model 1,9.93,0.03191,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,11,Model 1,9.93,0.02138,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,11,Model 1,9.93,0.01695,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,11,Model 2,7.65,0.00966,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,11,Model 2,7.65,0.02163,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,11,Model 2,7.65,0.01964,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,11,Model 3,5.95,0.00966,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,11,Model 3,5.95,0.02163,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,11,Model 3,5.95,0.01964,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,57,Model 1,7.76,0.01536,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,57,Model 1,7.76,0.01799,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,57,Model 1,7.76,0.01772,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,57,Model 2,7.82,0.06108,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,57,Model 2,7.82,0.12765,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,57,Model 2,7.82,0.07139,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,57,Model 3,9.38,0.05077,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,57,Model 3,9.38,0.04278,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,57,Model 3,9.38,0.04736,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,66,Model 1,22.68,0.00988,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,66,Model 1,22.68,0.00393,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,66,Model 1,22.68,0.00402,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,66,Model 2,7.52,0.01545,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,66,Model 2,7.52,0.02734,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,66,Model 2,7.52,0.04237,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,66,Model 3,6.85,0.02438,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,66,Model 3,6.85,0.06903,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,66,Model 3,6.85,0.06674,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,75,Model 1,11.93,0.03124,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,75,Model 1,11.93,0.02697,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,75,Model 1,11.93,0.02586,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,75,Model 2,8.91,0.05234,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,75,Model 2,8.91,0.03795,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,75,Model 2,8.91,0.03507,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,75,Model 3,8.2,0.0853,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,75,Model 3,8.2,0.03932,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,75,Model 3,8.2,0.03894,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,89,Model 1,5.37,0.00465,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,89,Model 1,5.37,0.00463,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,89,Model 1,5.37,0.00533,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,89,Model 2,4.22,0.00162,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,89,Model 2,4.22,0.00167,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,89,Model 2,4.22,0.00402,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,89,Model 3,3.57,0.00374,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,89,Model 3,3.57,0.0056,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,89,Model 3,3.57,0.0069,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,100,Model 1,4.11,0.02276,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,100,Model 1,4.11,1.16524,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,100,Model 1,4.11,0.00629,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,100,Model 2,4.7,0.01589,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,100,Model 2,4.7,0.01731,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 3,100,Model 2,4.7,0.02228,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,100,Model 3,5.52,0.08637,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,100,Model 3,5.52,0.06048,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,100,Model 3,5.52,0.04871,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 1,119,Model 1,5.7,0.00382,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,119,Model 1,5.7,0.00907,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,119,Model 1,5.7,0.00882,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,119,Model 2,8.9,0.02821,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,119,Model 2,8.9,0.03389,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 3,119,Model 2,8.9,0.04937,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,119,Model 3,6.68,0.00819,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 2,119,Model 3,6.68,0.02218,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 3,119,Model 3,6.68,0.01968,1,1,1,1,1
MBPP,Few Shot,Function,Test Data 1,246,Model 1,4.53,0.03106,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,246,Model 1,4.53,0.02949,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 3,246,Model 1,4.53,0.03146,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 1,246,Model 2,5.19,0.11672,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 2,246,Model 2,5.19,0.08776,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 3,246,Model 2,5.19,0.04136,0,0,0,0,0
MBPP,Few Shot,Function,Test Data 1,246,Model 3,4.54,,NA,NA,NA,NA,NA
MBPP,Few Shot,Function,Test Data 2,246,Model 3,4.54,,NA,NA,NA,NA,NA
MBPP,Few Shot,Function,Test Data 3,246,Model 3,4.54,,NA,NA,NA,NA,NA
