Dataset,Technique,Application,Test_Data,Task_ID,Model,ChatGPT_Reponse_Time,Execution_Time,Accuracy,Precision,Recall,F1_Score,Exact_Match
MBPP,CoT,Snippet,Test Data 2,57,Model 1,6.64,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,57,Model 1,6.64,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,57,Model 2,8.76,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,57,Model 2,8.76,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,57,Model 2,8.76,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,57,Model 3,9.21,0.00101,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,57,Model 3,9.21,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,57,Model 3,9.21,0.00099,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,66,Model 1,8,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,66,Model 1,8,0.002,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,66,Model 1,8,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,66,Model 2,8.23,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,66,Model 2,8.23,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,66,Model 2,8.23,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,66,Model 3,9.8,0.00099,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,66,Model 3,9.8,0.00104,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,66,Model 3,9.8,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,75,Model 1,11.9,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,75,Model 1,11.9,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,75,Model 1,11.9,0.00099,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,75,Model 2,15.87,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,75,Model 2,15.87,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,75,Model 2,15.87,0.00101,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,75,Model 3,17.5,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,75,Model 3,17.5,0.00101,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,75,Model 3,17.5,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,89,Model 1,9.56,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,89,Model 1,9.56,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,89,Model 1,9.56,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,89,Model 2,8.65,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,89,Model 2,8.65,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,89,Model 2,8.65,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,89,Model 3,43.91,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,89,Model 3,43.91,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,89,Model 3,43.91,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,100,Model 1,9.23,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,100,Model 1,9.23,0,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,100,Model 1,9.23,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,100,Model 2,11,0.00099,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,100,Model 2,11,0.00099,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,100,Model 2,11,0.00101,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,100,Model 3,9.66,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,100,Model 3,9.66,0,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,100,Model 3,9.66,0,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,119,Model 1,10.19,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,119,Model 1,10.19,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,119,Model 1,10.19,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,119,Model 2,16.85,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,119,Model 2,16.85,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,119,Model 2,16.85,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,119,Model 3,11.13,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 2,119,Model 3,11.13,0.001,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 3,119,Model 3,11.13,0,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Snippet,Test Data 1,246,Model 1,15.6,0.00099,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,246,Model 1,15.6,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,246,Model 1,15.6,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,246,Model 2,10.23,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,246,Model 2,10.23,0,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,246,Model 2,10.23,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 1,246,Model 3,9.16,0.001,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 2,246,Model 3,9.16,0,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Snippet,Test Data 3,246,Model 3,9.16,0.00101,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 1,11,Model 1,8.2,0.01781,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,11,Model 1,8.2,0.02647,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,11,Model 1,8.2,0.01713,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,11,Model 2,5.4,0.0171,0.67,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,11,Model 2,5.4,0.02082,0.75,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,11,Model 2,5.4,0.01339,0.50,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,11,Model 3,6.32,0.08608,0.67,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,11,Model 3,6.32,0.02338,0.75,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,11,Model 3,6.32,0.01642,0.50,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,57,Model 1,6.4,0.03103,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,57,Model 1,6.4,0.03574,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,57,Model 1,6.4,0.0353,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 1,57,Model 2,6.3,0.05128,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,57,Model 2,6.3,0.06148,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,57,Model 2,6.3,0.1579,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 1,57,Model 3,7.72,0.17993,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,57,Model 3,7.72,0.67738,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,57,Model 3,7.72,0.65515,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 1,66,Model 1,4.84,0.00699,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,66,Model 1,4.84,0.00613,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,66,Model 1,4.84,0.0059,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,66,Model 2,8.13,0.0186,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,66,Model 2,8.13,0.01849,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,66,Model 2,8.13,0.02173,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,66,Model 3,6.47,0.02219,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,66,Model 3,6.47,0.03372,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,66,Model 3,6.47,0.0278,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,75,Model 1,5.24,0.05533,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 2,75,Model 1,5.24,0.05806,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 3,75,Model 1,5.24,0.07862,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 1,75,Model 2,5.34,0.06344,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 2,75,Model 2,5.34,0.04103,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 3,75,Model 2,5.34,0.05521,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 1,75,Model 3,5.67,0.10193,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,75,Model 3,5.67,0.07336,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,75,Model 3,5.67,0.07896,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,89,Model 1,6.17,0.02354,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,89,Model 1,6.17,0.04158,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,89,Model 1,6.17,0.02418,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,89,Model 2,6,0.07353,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,89,Model 2,6,0.09371,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,89,Model 2,6,0.07221,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,89,Model 3,6.37,0.06989,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,89,Model 3,6.37,0.09154,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,89,Model 3,6.37,0.06545,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,100,Model 1,5.2,0.01221,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,100,Model 1,5.2,0.75884,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,100,Model 1,5.2,0.00765,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,100,Model 2,10.73,0.11184,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,100,Model 2,10.73,0.10045,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,100,Model 2,10.73,0.16467,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,100,Model 3,10.73,0.18374,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,100,Model 3,10.73,3.13127,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,100,Model 3,10.73,0.06881,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 1,119,Model 1,12.16,0.02354,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,119,Model 1,12.16,0.04158,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,119,Model 1,12.16,0.02418,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,119,Model 2,8.35,0.07353,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 2,119,Model 2,8.35,0.09371,0.00,0.00,0.00,0.00,0.00
MBPP,CoT,Function,Test Data 3,119,Model 2,8.35,0.07221,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,119,Model 3,10.28,0.06989,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 2,119,Model 3,10.28,0.09154,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 3,119,Model 3,10.28,0.06545,1.00,1.00,1.00,1.00,1.00
MBPP,CoT,Function,Test Data 1,246,Model 1,6.85,0.05041,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 2,246,Model 1,6.85,0.03657,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 3,246,Model 1,6.85,0.04751,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 1,246,Model 2,6.87,0.04038,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 2,246,Model 2,6.87,0.02292,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 3,246,Model 2,6.87,0.03216,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 1,246,Model 3,8.86,0.09458,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 2,246,Model 3,8.86,0.01287,1.00,0.00,0.00,0.00,1.00
MBPP,CoT,Function,Test Data 3,246,Model 3,8.86,0.01789,1.00,0.00,0.00,0.00,1.00
