Dataset,Technique,Application,Test_Data,Task_ID,Model,ChatGPT_Reponse_Time,Execution_Time,Accuracy,Precision,Recall,F1_Score,Exact_Match
MBPP,Zero Shot,Snippet,Test Data 3,100,Model 1,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 1,100,Model 2,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 2,100,Model 2,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 3,100,Model 2,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 1,100,Model 3,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 2,100,Model 3,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 3,100,Model 3,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 1,119,Model 1,6.4,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,119,Model 1,6.4,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,119,Model 1,6.4,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,119,Model 2,5.87,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,119,Model 2,5.87,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,119,Model 2,5.87,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,119,Model 3,9.13,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 2,119,Model 3,9.13,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 3,119,Model 3,9.13,0.001,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 1,246,Model 1,6.78,0.001,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 2,246,Model 1,6.78,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 3,246,Model 1,6.78,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 1,246,Model 2,8.4,0.001,1,0,0,0,1
MBPP,Zero Shot,Snippet,Test Data 2,246,Model 2,8.4,0,1,0,0,0,1
MBPP,Zero Shot,Snippet,Test Data 3,246,Model 2,8.4,0,1,0,0,0,1
MBPP,Zero Shot,Snippet,Test Data 1,246,Model 3,10.64,0,1,0,0,0,1
MBPP,Zero Shot,Snippet,Test Data 2,246,Model 3,10.64,0,1,0,0,0,1
MBPP,Zero Shot,Snippet,Test Data 3,246,Model 3,10.64,0,1,0,0,0,1
MBPP,Zero Shot,Function,Test Data 1,11,Model 1,6.2,0.02564,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,11,Model 1,6.2,0.02564,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,11,Model 1,6.2,0.02564,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,11,Model 2,5.85,0.02376,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,11,Model 2,5.85,0.02396,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,11,Model 2,5.85,0.02177,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,11,Model 3,5.95,0.02376,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,11,Model 3,5.95,0.02396,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,11,Model 3,5.95,0.02177,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,57,Model 1,5.07,0.03663,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,57,Model 1,5.07,0.03982,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,57,Model 1,5.07,0.04381,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,57,Model 2,7.4,0.1754,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,57,Model 2,7.4,0.18856,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,57,Model 2,7.4,0.13848,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,57,Model 3,5.69,0.13991,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,57,Model 3,5.69,0.38419,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,57,Model 3,5.69,0.40403,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,66,Model 1,6.34,0.01027,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,66,Model 1,6.34,0.00752,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,66,Model 1,6.34,0.0143,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,66,Model 2,5.15,0.01632,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,66,Model 2,5.15,0.01768,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,66,Model 2,5.15,0.01794,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,66,Model 3,7.22,0.02631,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,66,Model 3,7.22,0.03485,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,66,Model 3,7.22,0.02199,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,75,Model 1,6.55,0.08384,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,75,Model 1,6.55,0.08214,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,75,Model 1,6.55,0.09005,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,75,Model 2,5.95,0.09872,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,75,Model 2,5.95,0.12272,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,75,Model 2,5.95,0.09467,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,75,Model 3,5.82,0.10321,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,75,Model 3,5.82,0.07818,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,75,Model 3,5.82,0.05362,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,89,Model 1,5.92,0.00517,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,89,Model 1,5.92,0.00547,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,89,Model 1,5.92,0.00642,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,89,Model 2,8.65,0.00672,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,89,Model 2,8.65,0.00918,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,89,Model 2,8.65,0.00741,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,89,Model 3,6.17,0.00744,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,89,Model 3,6.17,0.00646,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,89,Model 3,6.17,0.00897,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,100,Model 1,6,0.01142,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,100,Model 1,6,0.52818,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,100,Model 1,6,0.0062,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,100,Model 2,9.25,0.0392,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 2,100,Model 2,9.25,0.04294,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 3,100,Model 2,9.25,0.04752,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 1,100,Model 3,6.05,0.09367,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 2,100,Model 3,6.05,0.01591,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 3,100,Model 3,6.05,0.02142,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 1,119,Model 1,10.38,0.02128,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,119,Model 1,10.38,0.01785,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,119,Model 1,10.38,0.02298,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,119,Model 2,7.22,0.01728,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,119,Model 2,7.22,0.0352,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,119,Model 2,7.22,0.01757,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,119,Model 3,10.2,0.01319,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 2,119,Model 3,10.2,0.0278,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 3,119,Model 3,10.2,0.02421,1,1,1,1,1
MBPP,Zero Shot,Function,Test Data 1,246,Model 1,8.24,0.00881,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 2,246,Model 1,8.24,0.00757,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 3,246,Model 1,8.24,0.00723,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 1,246,Model 2,6.8,0.01037,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 2,246,Model 2,6.8,0.01079,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 3,246,Model 2,6.8,0.01235,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 1,246,Model 3,9.6,0.03616,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 2,246,Model 3,9.6,0.02954,0,0,0,0,0
MBPP,Zero Shot,Function,Test Data 3,246,Model 3,9.6,0.03749,0,0,0,0,0
